YEAR,Midwest,Northeast,South,Total,West,Midwest_se,Northeast_se,South_se,Total_se,West_se
1980,339100,749100,1290700,4347800,1933300,0,0,0,0,0
2000,1168763,1819612,4657095,13709263,6063793,0,0,0,0,0
2015,1700666,2896865,7886039,20074196,7590626,7658.1882739897055,10686.216750822983,19317.03472405176,26866.823962329167,16976.18676859952
2016,1700899,2958838,8005891,20258382,7592754,9501.002296193728,12653.906050247133,17956.11427771254,30604.405926186155,15980.470172559879
2019,1668584,3032946,8470809,20581512,7409173,9113.055147221346,13399.334419134077,18684.046760979152,27880.858725853137,16985.953868829944
2022,1756327,3309391,8779331,21253284,7408235,9259.511024345093,12975.976607620676,16811.707036831413,29824.02565322795,16662.70400575447
2023,1925016,3419917,9468887,22351854,7538034,9683.383145909009,11209.831352292304,19834.056852028374,30484.781429998973,17946.888378757707
